CustomerID,Gender,Age,MaritalStatus,TenureMonths,Region,CreditCardType,AccountBalance,CreditLimit,TransactionsLast6Months,AvgTransactionValue,LatePayments,CustomerServiceCalls,OnlineBankingUsagePercent,OffersRedeemed,SatisfactionScore,Churn,ChurnReason,CustomerLifetimeValue,RiskSegment
CUST04262,Female,29,Divorced,85,Bengaluru,Platinum,225641,387104,22,15128,2,2,68,5,2,Yes,Better Offers Elsewhere,1285880,Medium
CUST04263,Male,34,Married,104,Delhi,Silver,615974,808538,31,24986,2,1,20,1,5,Yes,Poor Service,2598544,Medium
CUST04264,Male,33,Married,29,Ahmedabad,Silver,410460,563057,22,22909,2,0,3,7,3,Yes,High Fees,664361,Medium
CUST04265,Male,44,Single,117,Kolkata,Gold,242867,446550,33,39766,1,3,96,5,3,No,nan,4652622,Medium
CUST04266,Male,22,Married,78,Kolkata,Silver,112963,187656,40,23232,0,2,99,0,5,No,nan,1812096,Low
CUST04267,Male,27,Married,72,Ahmedabad,Gold,66117,80893,18,47057,1,2,57,6,4,Yes,Technical Issues,3388104,Medium
CUST04268,Female,41,Single,94,Ahmedabad,Silver,50730,95307,1,19925,0,1,71,8,2,Yes,Technical Issues,1872950,Medium
CUST04269,Male,44,Married,86,Pune,Platinum,620184,1056697,1,12695,2,1,92,7,2,Yes,Technical Issues,1091770,Medium
CUST04270,Female,44,Single,87,Kolkata,Platinum,196019,264490,14,19222,1,1,6,6,2,No,nan,1672314,Medium
CUST04271,Female,30,Single,104,Pune,Gold,183108,256653,20,16994,2,2,0,7,2,Yes,Technical Issues,1767376,Medium
CUST04272,Female,28,Divorced,115,Mumbai,Platinum,62459,102610,34,22071,0,3,68,7,1,Yes,High Fees,2538165,Medium
CUST04273,Female,32,Married,13,Bengaluru,Silver,74869,123432,4,34986,2,0,76,3,5,Yes,Technical Issues,454818,Medium
CUST04274,Female,40,Single,64,Bengaluru,Silver,264955,488617,42,23400,5,0,63,4,4,No,nan,1497600,Medium
CUST04275,Male,52,Married,28,Delhi,Gold,98190,145995,26,625,3,2,89,4,5,No,nan,17500,Medium
CUST04276,Male,18,Married,94,Hyderabad,Gold,111795,183281,23,49314,3,0,75,7,2,No,nan,4635516,Medium
CUST04277,Male,35,Single,5,Bengaluru,Silver,127546,212495,6,19818,0,2,7,9,1,Yes,Technical Issues,99090,High
CUST04278,Female,24,Married,74,Chennai,Silver,264735,436002,5,39185,4,1,59,8,1,No,nan,2899690,Medium
CUST04279,Male,21,Married,103,Bengaluru,Silver,701811,883106,45,43662,1,0,33,7,5,No,nan,4497186,Low
CUST04280,Male,47,Single,9,Pune,Silver,796636,1218058,32,8090,1,1,85,1,3,Yes,High Fees,72810,High
CUST04281,Female,43,Married,14,Chennai,Silver,53819,79173,48,35350,0,0,8,6,4,No,nan,494900,Medium
CUST04282,Female,42,Single,102,Kolkata,Gold,90680,180836,16,12634,1,1,72,2,1,Yes,Technical Issues,1288668,Medium
CUST04283,Female,47,Married,10,Pune,Silver,106740,167854,45,25730,4,0,44,1,2,Yes,Technical Issues,257300,High
CUST04284,Female,33,Married,33,Chennai,Silver,168155,260334,41,15558,3,1,81,1,3,Yes,Better Offers Elsewhere,513414,Medium
CUST04285,Male,33,Single,75,Hyderabad,Gold,340026,539604,29,14801,2,1,16,9,4,Yes,Better Offers Elsewhere,1110075,Medium
CUST04286,Female,59,Married,40,Tier-2 Cities,Gold,38091,73722,7,38361,0,0,6,1,2,No,nan,1534440,Medium
CUST04287,Female,35,Married,6,Hyderabad,Platinum,784067,1324417,39,27539,0,0,50,2,5,Yes,Low Satisfaction,165234,High
CUST04288,Male,45,Single,17,Kolkata,Gold,91329,138026,45,784,0,2,97,3,1,No,nan,13328,High
CUST04289,Male,38,Married,36,Mumbai,Silver,897690,1732597,6,38834,1,2,15,5,5,Yes,Poor Service,1398024,Medium
CUST04290,Female,19,Single,70,Ahmedabad,Platinum,69930,135935,5,44025,1,3,56,0,3,Yes,High Fees,3081750,Medium
CUST04291,Male,18,Divorced,61,Kolkata,Gold,38042,53694,3,41486,2,1,91,9,1,No,nan,2530646,Medium
CUST04292,Female,32,Married,111,Kolkata,Silver,165415,250556,0,19158,3,0,24,7,2,No,nan,2126538,Medium
CUST04293,Female,48,Married,74,Bengaluru,Gold,286792,565888,14,28943,7,2,21,7,3,No,nan,2141782,Medium
CUST04294,Male,45,Married,49,Rural Areas,Platinum,244643,399462,30,4472,3,2,54,3,4,No,nan,219128,Medium
CUST04295,Male,47,Married,106,Delhi,Silver,716747,1107657,24,26667,2,1,33,0,2,No,nan,2826702,Medium
CUST04296,Female,28,Married,69,Mumbai,Silver,71208,96581,46,14179,0,1,14,5,4,No,nan,978351,Medium
CUST04297,Female,54,Married,83,Tier-2 Cities,Silver,167418,252391,32,44841,2,0,15,6,1,No,nan,3721803,Medium
CUST04298,Female,28,Divorced,71,Kolkata,Silver,860393,1466959,34,30019,3,1,15,0,4,Yes,Better Offers Elsewhere,2131349,Medium
CUST04299,Male,40,Married,24,Rural Areas,Silver,144753,178185,4,26204,3,0,37,7,1,Yes,Poor Service,628896,High
CUST04300,Female,37,Single,51,Chennai,Gold,161942,205123,4,37381,2,1,85,3,4,Yes,High Fees,1906431,Medium
CUST04301,Female,36,Divorced,42,Pune,Silver,119673,144122,35,32448,2,2,92,0,5,No,nan,1362816,Medium
CUST04302,Female,51,Married,19,Chennai,Platinum,263424,362245,16,14878,2,1,31,8,5,Yes,Better Offers Elsewhere,282682,Medium
CUST04303,Female,30,Married,62,Delhi,Gold,65425,88087,13,10828,1,1,42,7,3,Yes,Technical Issues,671336,Medium
CUST04304,Female,24,Divorced,75,Tier-2 Cities,Gold,61260,115208,28,25232,1,1,87,8,4,No,nan,1892400,Medium
CUST04305,Male,38,Single,67,Ahmedabad,Platinum,168475,227136,7,18173,3,2,49,3,1,No,nan,1217591,Medium
CUST04306,Female,34,Married,30,Chennai,Silver,48660,84130,33,10873,2,2,86,7,2,Yes,Technical Issues,326190,Medium
CUST04307,Female,71,Single,107,Ahmedabad,Silver,783425,1014290,39,6220,2,0,56,7,1,Yes,Better Offers Elsewhere,665540,Medium
CUST04308,Female,44,Married,38,Tier-2 Cities,Gold,58615,98171,0,5653,2,2,37,9,5,No,nan,214814,Medium
CUST04309,Female,33,Married,6,Delhi,Platinum,57137,88476,28,6726,1,1,22,1,2,Yes,Poor Service,40356,High
CUST04310,Male,27,Divorced,111,Chennai,Gold,233416,356410,35,3476,2,1,88,9,4,No,nan,385836,Medium
CUST04311,Male,19,Married,99,Hyderabad,Silver,303052,571328,36,38519,1,0,89,7,5,No,nan,3813381,Low
CUST04312,Male,27,Married,22,Pune,Platinum,232326,309963,28,36767,2,2,35,5,4,Yes,Low Satisfaction,808874,Medium
CUST04313,Female,39,Divorced,11,Kolkata,Silver,131026,219622,4,19797,3,3,49,2,5,Yes,Technical Issues,217767,High
CUST04314,Female,52,Married,72,Rural Areas,Platinum,311894,579340,31,17087,4,2,97,7,4,Yes,Technical Issues,1230264,Medium
CUST04315,Male,49,Single,91,Rural Areas,Platinum,161447,285941,23,18706,4,4,12,0,5,Yes,Low Satisfaction,1702246,Medium
CUST04316,Male,40,Married,29,Pune,Silver,88599,176017,18,26435,2,0,96,1,3,No,nan,766615,Medium
CUST04317,Male,34,Divorced,119,Chennai,Gold,547510,657934,11,30133,1,3,3,6,1,Yes,High Fees,3585827,Medium
CUST04318,Female,40,Divorced,119,Ahmedabad,Silver,33096,63130,0,11236,4,0,35,7,1,No,nan,1337084,Medium
CUST04319,Female,32,Married,8,Bengaluru,Silver,433493,732933,6,41901,0,1,62,8,4,Yes,Poor Service,335208,High
CUST04320,Male,55,Married,87,Bengaluru,Gold,101416,121900,16,7471,1,0,83,0,4,No,nan,649977,Low
CUST04321,Male,36,Single,93,Kolkata,Gold,925339,1454998,33,10007,3,1,92,8,2,No,nan,930651,Medium
CUST04322,Male,37,Single,80,Hyderabad,Platinum,72171,130914,42,26224,3,0,78,1,2,No,nan,2097920,Medium
CUST04323,Female,18,Divorced,35,Bengaluru,Gold,616726,830136,6,22666,2,1,53,7,1,No,nan,793310,Medium
CUST04324,Female,36,Single,72,Rural Areas,Silver,181575,316445,16,13658,3,1,78,6,1,No,nan,983376,Medium
CUST04325,Female,46,Single,72,Delhi,Platinum,327983,430226,2,26274,2,0,76,5,3,No,nan,1891728,Medium
CUST04326,Male,27,Married,45,Kolkata,Platinum,94310,173790,28,11608,2,0,59,5,4,Yes,Better Offers Elsewhere,522360,Medium
CUST04327,Male,30,Married,33,Rural Areas,Silver,1356946,2245434,21,12577,1,1,13,2,4,Yes,Poor Service,415041,Medium
CUST04328,Female,45,Married,106,Hyderabad,Platinum,81822,100404,37,4675,3,0,59,4,1,No,nan,495550,Medium
CUST04329,Male,23,Single,5,Bengaluru,Silver,146134,185984,42,36127,3,1,59,1,4,Yes,Poor Service,180635,High
CUST04330,Female,48,Divorced,62,Pune,Platinum,269502,509653,28,3462,2,2,21,4,2,No,nan,214644,Medium
CUST04331,Male,32,Divorced,37,Bengaluru,Silver,34745,42611,49,14116,0,1,64,2,4,No,nan,522292,Medium
CUST04332,Male,34,Single,17,Delhi,Silver,35302,50793,49,32753,1,2,64,8,2,Yes,Low Satisfaction,556801,High
CUST04333,Male,26,Married,22,Rural Areas,Silver,410339,678507,41,18251,1,1,30,0,5,Yes,High Fees,401522,Medium
CUST04334,Male,41,Married,78,Chennai,Gold,62422,85565,4,46125,3,1,96,2,4,Yes,Poor Service,3597750,Medium
CUST04335,Female,62,Married,102,Bengaluru,Silver,494182,681667,29,5710,1,0,64,0,5,No,nan,582420,Low
CUST04336,Male,45,Single,32,Pune,Silver,335628,611120,22,32890,3,1,87,8,1,Yes,Poor Service,1052480,Medium
CUST04337,Female,29,Married,14,Ahmedabad,Gold,149048,213555,20,36177,1,1,21,4,4,Yes,High Fees,506478,Medium
CUST04338,Female,49,Single,108,Bengaluru,Platinum,35125,43234,25,43676,2,1,86,6,3,No,nan,4717008,Medium
CUST04339,Female,34,Single,20,Hyderabad,Silver,483953,859934,46,36673,1,3,65,2,3,Yes,High Fees,733460,Medium
CUST04340,Male,51,Married,22,Mumbai,Silver,683554,1342153,20,16493,4,0,85,8,5,Yes,Technical Issues,362846,Medium
CUST04341,Female,46,Married,30,Kolkata,Silver,89243,166487,19,27359,0,1,72,0,3,No,nan,820770,Medium
CUST04342,Female,18,Married,54,Delhi,Silver,140669,230535,22,21378,1,1,3,9,2,Yes,Better Offers Elsewhere,1154412,Medium
CUST04343,Female,27,Married,33,Mumbai,Platinum,39123,60245,3,15423,4,1,88,0,1,Yes,Better Offers Elsewhere,508959,Medium
CUST04344,Male,47,Single,5,Pune,Platinum,357109,692838,20,34088,1,2,78,3,2,Yes,Low Satisfaction,170440,High
CUST04345,Male,39,Married,18,Rural Areas,Gold,227646,412717,20,27600,3,0,87,5,1,No,nan,496800,High
CUST04346,Female,27,Single,63,Chennai,Silver,33364,55268,0,24586,1,1,6,8,3,Yes,Low Satisfaction,1548918,Medium
CUST04347,Male,31,Married,46,Kolkata,Gold,686424,1306853,14,40523,0,0,71,8,1,No,nan,1864058,Medium
CUST04348,Female,18,Married,7,Delhi,Gold,76150,128036,16,48209,4,0,26,1,2,Yes,Low Satisfaction,337463,High
CUST04349,Female,37,Married,29,Ahmedabad,Platinum,57803,114380,13,33071,2,0,90,4,5,Yes,High Fees,959059,Medium
CUST04350,Male,60,Married,57,Rural Areas,Gold,577320,1089190,18,11517,3,1,44,4,5,Yes,Low Satisfaction,656469,Medium
CUST04351,Female,46,Married,47,Bengaluru,Gold,431440,707715,49,37721,1,2,98,1,4,Yes,Poor Service,1772887,Medium
CUST04352,Male,59,Divorced,9,Pune,Gold,319712,619687,33,20013,2,2,60,8,2,No,nan,180117,High
CUST04353,Male,46,Married,111,Mumbai,Silver,56824,83755,5,45474,2,0,93,8,2,No,nan,5047614,Medium
CUST04354,Female,48,Married,59,Rural Areas,Platinum,103904,182948,44,46978,1,0,38,3,5,No,nan,2771702,Low
CUST04355,Male,57,Divorced,112,Mumbai,Gold,650351,869532,48,15360,1,1,92,2,3,No,nan,1720320,Medium
CUST04356,Male,41,Married,105,Pune,Gold,67864,130047,5,8586,0,2,4,4,5,Yes,Better Offers Elsewhere,901530,Medium
CUST04357,Female,36,Married,71,Mumbai,Silver,172834,241697,4,49044,4,2,81,4,4,Yes,High Fees,3482124,Medium
CUST04358,Female,48,Single,71,Tier-2 Cities,Gold,101681,199216,6,18550,2,0,78,6,4,Yes,Poor Service,1317050,Medium
CUST04359,Male,52,Single,113,Tier-2 Cities,Gold,191903,232892,32,40657,1,2,89,7,2,No,nan,4594241,Medium
CUST04360,Male,33,Married,43,Ahmedabad,Silver,20846,36386,12,20284,2,1,54,4,2,Yes,Technical Issues,872212,Medium
CUST04361,Female,30,Married,59,Ahmedabad,Silver,416153,549340,0,12274,2,0,1,7,4,No,nan,724166,Medium
CUST04362,Male,39,Married,6,Chennai,Gold,38233,69455,12,35468,0,3,94,0,2,Yes,High Fees,212808,High
CUST04363,Male,46,Divorced,110,Chennai,Gold,330656,526908,42,12642,0,0,24,8,1,Yes,Technical Issues,1390620,Medium
CUST04364,Male,45,Single,111,Kolkata,Gold,136268,262686,26,23507,3,0,88,2,4,No,nan,2609277,Medium
CUST04365,Male,23,Married,53,Tier-2 Cities,Silver,65870,116725,6,25658,0,0,31,6,4,Yes,Technical Issues,1359874,Medium
CUST04366,Male,57,Married,64,Bengaluru,Gold,60414,109628,2,6551,1,0,57,1,2,No,nan,419264,Medium
CUST04367,Male,31,Married,104,Chennai,Silver,800184,1037345,24,32076,2,1,21,1,1,No,nan,3335904,Medium
CUST04368,Male,35,Married,120,Rural Areas,Silver,257131,328420,32,4615,4,1,51,4,4,Yes,High Fees,553800,Medium
CUST04369,Female,28,Single,91,Kolkata,Silver,290344,545976,39,19524,5,0,73,6,1,Yes,Better Offers Elsewhere,1776684,Medium
CUST04370,Female,64,Single,4,Pune,Silver,466521,644087,16,6871,4,0,60,8,4,Yes,Poor Service,27484,High
CUST04371,Female,40,Married,1,Kolkata,Silver,54757,103685,44,29190,0,2,99,2,1,Yes,Poor Service,29190,High
CUST04372,Female,29,Married,70,Tier-2 Cities,Silver,277135,364163,13,39855,4,1,75,2,5,Yes,High Fees,2789850,Medium
CUST04373,Female,46,Married,31,Hyderabad,Silver,53648,77615,36,32920,1,2,20,3,4,Yes,Low Satisfaction,1020520,Medium
CUST04374,Male,45,Divorced,65,Bengaluru,Silver,207463,403098,22,43875,1,0,61,7,1,No,nan,2851875,Medium
CUST04375,Male,36,Single,117,Hyderabad,Gold,70077,131168,23,48502,2,1,14,1,5,No,nan,5674734,Medium
CUST04376,Male,46,Married,69,Hyderabad,Silver,698706,868766,28,47198,4,2,10,5,2,Yes,Poor Service,3256662,Medium
CUST04377,Male,29,Married,19,Rural Areas,Silver,155230,241922,37,9580,1,1,45,7,3,Yes,Better Offers Elsewhere,182020,Medium
CUST04378,Female,33,Divorced,69,Mumbai,Platinum,47287,91164,26,2383,1,1,70,8,1,No,nan,164427,Medium
CUST04379,Male,18,Divorced,118,Pune,Silver,104109,126159,37,5321,3,0,87,1,5,Yes,Low Satisfaction,627878,Low
CUST04380,Male,24,Married,69,Bengaluru,Gold,37994,48854,39,37090,1,1,29,6,4,No,nan,2559210,Medium
CUST04381,Female,56,Married,49,Mumbai,Silver,404862,694806,44,8838,1,2,13,2,5,No,nan,433062,Medium
CUST04382,Male,54,Single,31,Mumbai,Silver,44356,56952,49,22507,3,0,39,2,3,Yes,Technical Issues,697717,Medium
CUST04383,Male,38,Single,60,Kolkata,Gold,171374,267184,22,2977,3,3,69,4,3,No,nan,178620,Medium
CUST04384,Female,54,Married,108,Rural Areas,Gold,56858,91328,30,13635,2,0,49,9,3,No,nan,1472580,Medium
CUST04385,Male,36,Married,71,Rural Areas,Platinum,996578,1881741,35,42923,2,3,45,7,2,No,nan,3047533,Medium
CUST04386,Male,35,Married,79,Delhi,Gold,349202,686500,16,10937,0,0,71,4,1,No,nan,864023,Medium
CUST04387,Male,38,Married,115,Delhi,Platinum,61569,99112,36,48600,3,1,35,7,4,Yes,Better Offers Elsewhere,5589000,Medium
CUST04388,Male,36,Married,55,Chennai,Silver,237605,382137,2,10002,5,1,55,3,1,No,nan,550110,Medium
CUST04389,Male,35,Married,117,Rural Areas,Silver,1080384,1924635,35,29736,1,1,11,6,1,No,nan,3479112,Medium
CUST04390,Female,49,Single,77,Pune,Silver,190081,257370,4,868,2,0,68,4,2,No,nan,66836,Medium
CUST04391,Female,39,Single,76,Ahmedabad,Silver,65305,127520,45,26339,0,0,76,9,4,No,nan,2001764,Low
CUST04392,Female,45,Single,83,Rural Areas,Gold,70987,85252,14,46866,3,2,18,2,2,Yes,Better Offers Elsewhere,3889878,Medium
CUST04393,Female,48,Married,77,Pune,Gold,73065,87782,48,36015,4,0,21,4,4,No,nan,2773155,Medium
CUST04394,Female,41,Single,91,Tier-2 Cities,Silver,43872,74605,5,8062,3,0,11,8,5,Yes,Low Satisfaction,733642,Medium
CUST04395,Female,28,Married,38,Pune,Platinum,209923,309255,9,7639,4,0,31,6,4,Yes,Technical Issues,290282,Medium
CUST04396,Male,24,Single,33,Chennai,Platinum,583765,886442,31,27641,4,0,37,7,2,No,nan,912153,Medium
CUST04397,Female,39,Married,6,Tier-2 Cities,Silver,335554,462108,22,43278,2,1,60,8,5,Yes,Better Offers Elsewhere,259668,High
CUST04398,Female,36,Divorced,13,Tier-2 Cities,Silver,463968,708127,47,7204,1,1,37,0,4,Yes,Better Offers Elsewhere,93652,Medium
CUST04399,Male,38,Married,77,Bengaluru,Silver,53518,99671,16,2387,3,2,80,6,3,Yes,High Fees,183799,Medium
CUST04400,Male,37,Single,77,Rural Areas,Silver,396317,697279,45,12475,3,2,89,9,2,Yes,Low Satisfaction,960575,Medium
CUST04401,Female,63,Single,20,Ahmedabad,Silver,332452,424116,19,49711,0,0,79,7,5,Yes,Low Satisfaction,994220,Medium
CUST04402,Male,24,Divorced,100,Mumbai,Gold,129259,160971,43,1044,2,1,11,7,3,No,nan,104400,Medium
CUST04403,Female,18,Married,37,Delhi,Silver,239780,384835,40,19948,2,3,100,8,5,No,nan,738076,Medium
CUST04404,Male,41,Married,45,Ahmedabad,Silver,64739,115502,14,23330,2,0,45,5,4,No,nan,1049850,Medium
CUST04405,Female,34,Married,73,Ahmedabad,Platinum,52272,90513,43,46823,2,1,79,6,4,Yes,Low Satisfaction,3418079,Medium
CUST04406,Male,41,Single,81,Hyderabad,Gold,94254,178261,45,24426,3,0,68,7,5,No,nan,1978506,Low
CUST04407,Male,43,Single,99,Ahmedabad,Platinum,68969,90115,21,31502,3,0,71,8,5,Yes,Better Offers Elsewhere,3118698,Low
CUST04408,Female,50,Married,59,Ahmedabad,Silver,119070,200585,49,48081,3,2,70,1,4,No,nan,2836779,Medium
CUST04409,Female,22,Married,52,Delhi,Silver,356,645,5,13833,3,3,90,3,1,Yes,Technical Issues,719316,Medium
CUST04410,Female,32,Single,18,Bengaluru,Gold,867334,1691537,3,17442,1,0,25,3,5,Yes,Technical Issues,313956,Medium
CUST04411,Female,42,Married,25,Pune,Silver,339402,434674,22,15184,4,0,76,3,1,Yes,Low Satisfaction,379600,High
CUST04412,Female,45,Married,79,Bengaluru,Silver,1301229,1810937,43,26588,1,2,98,0,4,No,nan,2100452,Medium
CUST04413,Male,59,Divorced,87,Delhi,Gold,554345,822466,44,22947,0,2,45,1,3,No,nan,1996389,Medium
CUST04414,Female,47,Single,1,Hyderabad,Gold,886952,1448038,18,9361,4,2,16,8,3,Yes,Better Offers Elsewhere,9361,High
CUST04415,Female,37,Single,41,Delhi,Silver,306432,467887,44,25333,1,1,6,7,2,Yes,Poor Service,1038653,Medium
CUST04416,Male,29,Married,102,Delhi,Silver,372090,702838,30,17954,1,0,72,9,2,Yes,High Fees,1831308,Medium
CUST04417,Male,32,Single,18,Delhi,Silver,279829,548582,43,1550,3,3,73,0,4,Yes,High Fees,27900,Medium
CUST04418,Female,32,Single,1,Chennai,Silver,347757,436804,2,20922,2,0,63,7,5,Yes,Technical Issues,20922,High
CUST04419,Male,44,Married,118,Pune,Silver,43882,77221,27,22030,2,1,41,9,3,No,nan,2599540,Medium
CUST04420,Male,40,Single,39,Hyderabad,Silver,282694,365076,2,47560,1,0,52,2,5,No,nan,1854840,Medium
CUST04421,Female,24,Married,74,Kolkata,Silver,666995,1279539,13,16256,0,0,13,3,1,No,nan,1202944,Medium
CUST04422,Male,33,Married,31,Chennai,Platinum,50866,66821,17,4522,1,1,36,7,4,No,nan,140182,Medium
CUST04423,Male,46,Married,102,Delhi,Gold,57189,113989,26,41604,2,2,12,7,2,No,nan,4243608,Medium
CUST04424,Female,41,Single,71,Ahmedabad,Gold,145736,224754,9,3134,1,1,71,2,4,No,nan,222514,Medium
CUST04425,Female,43,Married,38,Delhi,Silver,167123,251611,48,27645,2,0,51,3,2,Yes,Low Satisfaction,1050510,Medium
CUST04426,Male,41,Married,8,Ahmedabad,Silver,381874,637357,14,7788,1,1,73,2,4,Yes,Technical Issues,62304,High
CUST04427,Male,54,Married,34,Rural Areas,Silver,112891,171084,18,9492,3,2,32,7,4,No,nan,322728,Medium
CUST04428,Female,40,Single,73,Chennai,Silver,78821,109384,8,34753,0,0,100,7,2,Yes,High Fees,2536969,Medium
CUST04429,Male,34,Single,89,Kolkata,Silver,1215506,2070389,3,27505,2,1,19,7,1,No,nan,2447945,Medium
CUST04430,Male,28,Married,27,Mumbai,Gold,663387,1182613,14,12666,1,0,67,0,4,No,nan,341982,Medium
CUST04431,Male,40,Married,41,Delhi,Gold,81135,158720,47,28565,0,0,0,4,3,Yes,Better Offers Elsewhere,1171165,Medium
CUST04432,Female,18,Divorced,7,Ahmedabad,Gold,661601,1010459,7,18298,2,2,82,0,4,No,nan,128086,High
CUST04433,Male,36,Married,32,Mumbai,Silver,129813,229070,48,29801,2,0,87,8,5,No,nan,953632,Medium
CUST04434,Male,35,Married,73,Bengaluru,Platinum,80180,149686,0,4394,2,0,60,6,3,Yes,Technical Issues,320762,Medium
CUST04435,Female,24,Married,81,Delhi,Silver,240544,448640,6,4346,2,1,53,0,5,No,nan,352026,Medium
CUST04436,Male,28,Married,99,Rural Areas,Silver,426573,523582,30,14981,0,2,74,8,2,Yes,Better Offers Elsewhere,1483119,Medium
CUST04437,Male,46,Married,112,Kolkata,Silver,126879,188359,17,42654,4,1,85,5,2,No,nan,4777248,Medium
CUST04438,Female,40,Single,16,Chennai,Gold,84542,102357,11,30721,1,0,36,8,2,Yes,Poor Service,491536,High
CUST04439,Female,39,Married,2,Chennai,Platinum,46610,76778,47,48264,1,0,66,6,5,Yes,High Fees,96528,High
CUST04440,Female,41,Married,43,Chennai,Silver,836668,1583036,29,8548,3,0,80,6,2,Yes,Better Offers Elsewhere,367564,Medium
CUST04441,Female,38,Married,31,Chennai,Platinum,551758,1021819,32,27886,2,1,39,6,3,Yes,Technical Issues,864466,Medium
CUST04442,Male,50,Married,80,Chennai,Platinum,127407,235575,46,33836,1,0,19,7,2,Yes,Low Satisfaction,2706880,Medium
CUST04443,Male,39,Married,47,Hyderabad,Silver,183999,272588,6,39758,2,0,34,0,4,No,nan,1868626,Medium
CUST04444,Female,23,Single,33,Delhi,Silver,167803,207583,27,24353,2,1,39,9,5,No,nan,803649,Medium
CUST04445,Female,54,Single,85,Chennai,Silver,500780,670010,48,35213,2,2,78,3,5,Yes,Poor Service,2993105,Medium
CUST04446,Male,41,Married,17,Pune,Platinum,97528,169362,2,17291,1,0,74,6,5,Yes,Poor Service,293947,Medium
CUST04447,Female,32,Single,99,Pune,Silver,99738,130364,42,4728,1,1,12,8,5,Yes,Poor Service,468072,Medium
CUST04448,Male,25,Married,54,Mumbai,Gold,252460,328264,5,12445,0,2,89,1,1,Yes,Better Offers Elsewhere,672030,Medium
CUST04449,Female,41,Single,54,Rural Areas,Silver,39337,58334,30,42073,2,1,22,5,2,No,nan,2271942,Medium
CUST04450,Male,36,Single,51,Tier-2 Cities,Gold,63581,81105,37,40399,3,1,12,1,4,Yes,Technical Issues,2060349,Medium
CUST04451,Female,53,Single,52,Pune,Silver,95673,140048,14,25181,6,1,47,3,4,Yes,Low Satisfaction,1309412,Medium
CUST04452,Female,34,Married,7,Hyderabad,Gold,366656,724422,6,35486,4,2,49,6,5,Yes,Low Satisfaction,248402,High
CUST04453,Male,29,Married,54,Delhi,Platinum,603525,733862,42,15475,0,0,79,1,4,Yes,High Fees,835650,Medium
CUST04454,Female,46,Single,93,Hyderabad,Platinum,72970,136047,29,48877,1,0,77,8,2,Yes,High Fees,4545561,Medium
CUST04455,Male,47,Single,11,Kolkata,Platinum,72090,143812,26,8211,2,1,51,5,3,Yes,Poor Service,90321,High
CUST04456,Male,39,Divorced,62,Tier-2 Cities,Silver,72372,112113,16,45259,4,1,97,7,4,Yes,Technical Issues,2806058,Medium
CUST04457,Male,44,Married,30,Mumbai,Gold,74089,144802,17,12605,3,2,92,8,1,Yes,Poor Service,378150,High
CUST04458,Male,37,Married,82,Kolkata,Silver,61164,86174,21,30646,4,1,91,8,5,Yes,Better Offers Elsewhere,2512972,Medium
CUST04459,Male,40,Divorced,57,Bengaluru,Silver,418147,830372,25,15738,0,0,26,2,3,Yes,High Fees,897066,Medium
CUST04460,Female,49,Divorced,46,Tier-2 Cities,Gold,191110,361052,26,4368,4,3,37,8,3,Yes,Poor Service,200928,Medium
CUST04461,Female,44,Married,80,Mumbai,Silver,521291,994497,39,44794,0,2,76,3,5,No,nan,3583520,Low
CUST04462,Male,36,Single,70,Hyderabad,Gold,496128,647109,23,10560,1,0,66,7,5,Yes,Low Satisfaction,739200,Low
CUST04463,Female,51,Divorced,66,Bengaluru,Platinum,203585,386007,7,5933,1,1,68,5,4,No,nan,391578,Medium
CUST04464,Male,18,Married,55,Mumbai,Silver,648429,1266679,20,23112,1,3,58,0,5,No,nan,1271160,Medium
CUST04465,Female,58,Married,107,Bengaluru,Gold,451893,838369,28,18322,2,0,79,7,1,Yes,Poor Service,1960454,Medium
CUST04466,Female,20,Single,107,Delhi,Silver,358064,455848,42,34620,2,0,30,3,2,No,nan,3704340,Medium
CUST04467,Female,31,Divorced,58,Rural Areas,Silver,86507,109675,20,41504,3,0,85,9,3,Yes,High Fees,2407232,Medium
CUST04468,Female,37,Married,10,Ahmedabad,Silver,21248,31576,2,21794,2,0,2,0,5,No,nan,217940,Medium
CUST04469,Male,36,Married,4,Bengaluru,Platinum,93147,164305,30,19264,0,1,68,3,4,Yes,Low Satisfaction,77056,High
CUST04470,Male,48,Single,113,Pune,Platinum,937627,1134493,26,5060,2,1,66,2,5,No,nan,571780,Low
CUST04471,Female,27,Single,74,Rural Areas,Platinum,325140,637442,45,17083,1,0,78,1,1,Yes,Poor Service,1264142,Medium
CUST04472,Female,40,Divorced,73,Hyderabad,Platinum,35654,57772,26,16060,2,1,97,9,5,No,nan,1172380,Low
CUST04473,Male,32,Married,62,Pune,Silver,289064,429750,8,4924,1,2,14,7,1,Yes,Poor Service,305288,Medium
CUST04474,Female,40,Single,109,Pune,Silver,132651,218739,32,41115,4,1,26,9,5,No,nan,4481535,Medium
CUST04475,Male,37,Married,43,Rural Areas,Gold,849754,1506298,32,27363,3,1,76,5,2,No,nan,1176609,Medium
CUST04476,Male,38,Single,42,Mumbai,Silver,76220,108127,25,47463,1,1,97,7,4,No,nan,1993446,Medium
CUST04477,Male,32,Married,24,Chennai,Silver,228498,327414,27,29969,3,1,17,7,1,Yes,Low Satisfaction,719256,High
CUST04478,Female,32,Single,5,Chennai,Silver,179657,282877,43,38065,1,2,9,4,5,No,nan,190325,High
